연번,시도교육청명,행정표준코드,학교명,학교종류명,설립명,도로명우편번호,도로명주소,도로명상세주소,전화번호,홈페이지주소,남녀공학구분명,팩스번호,고등학교구분명
10417,경상북도교육청,8781078,감문중학교,중학교,공립,39509,경상북도 김천시 감문면 감문로 1113,(감문면/ 감문중학교),054-430-5016,http://school.gyo6.net/gammunms,남여공학,054-432-8377,  
10418,경상북도교육청,8951029,감천중학교,중학교,공립,36810,경상북도 예천군 감천면 충효로 1429,(감천면/ 감천중학교),054-652-6516,http://school.gyo6.net/gamch,남여공학,054-652-6561,
10419,경상북도교육청,8781044,감천초등학교,초등학교,공립,39681,경상북도 김천시 감천면 금감로 1550-2,(감천면/ 감천초등학교),054-431-0006,http://school.gyo6.net/gmes ,남여공학,054-439-9097,  
10420,경상북도교육청,8951018,감천초등학교,초등학교,공립,36810,경상북도 예천군 감천면 충효로 1395,(감천면/감천초등학교),054-652-7152,http://school.gyo6.net/ycgamcheones,남여공학,054-652-2703,  
10421,경상북도교육청,8771116,감포중학교,중학교,공립,38125,경상북도 경주시 감포읍 감포로12길 20,(감포읍/ 감포중학교/감포종합중고등학교),054-744-3633,http://school.gyo6.net/gampo,남여공학,054-744-3632,  
10422,경상북도교육청,8771050,감포초등학교,초등학교,공립,38125,경상북도 경주시 감포읍 감포로10길 21,/ 감포초등학교 (감포읍/ 감포초등학교),054-776-2683,http://school.gyo6.net/gampoes,남여공학,054-776-2686,  
10423,경상북도교육청,8750474,강구정보고등학교,고등학교,공립,36460,경상북도 영덕군 강구면 신강구1길 45-5,/ 강구정보고등학교 (강구면),054-733-3944,http://school.gyo6.net/ganggu-ch/,남여공학,054-734-1334,특성화고
10424,경상북도교육청,8901036,강구중학교,중학교,공립,36460,경상북도 영덕군 강구면 신강구1길 45-5,(강구면/ 강구중학교),054-733-4034,http://school.gyo6.net/ganggums,남여공학,054-734-1334,  
10425,경상북도교육청,8901021,강구초등학교,초등학교,공립,36458,경상북도 영덕군 강구면 나비산길 8,(강구면/강구초등학교),054-733-5422,http://ganggu.school.gyo6.net,남여공학,054-732-0603,
10426,경상북도교육청,8771068,강동초등학교,초등학교,공립,38004,경상북도 경주시 강동면 강동로 80,(강동면/강동초등학교),054-762-3264,http://school.gyo6.net/gdonges,남여공학,054-762-5920,  
10427,경상북도교육청,8781045,개령서부초등학교,초등학교,공립,39516,경상북도 김천시 개령면 감문로 277,(개령면/ 개령서부초등학교),054-436-5272,school.gyo6.net/gaeseoes,남여공학,054-436-7633,  
10428,경상북도교육청,8781079,개령중학교,중학교,공립,39515,경상북도 김천시 개령면 서부3길 89,(개령면/ 개령중학교),054-436-5158,http://school.gyo6.net/gaeryeongms,남여공학,054-436-7850,  
10429,경상북도교육청,8781046,개령초등학교,초등학교,공립,39515,경상북도 김천시 개령면 동부길 60,(개령면/ 개령초등학교),054-436-5011,school.gyo6.net/gaeryeong,남여공학,054-436-7011,  
10430,경상북도교육청,8921017,개진초등학교,초등학교,공립,40148,경상북도 고령군 개진면 오사길 83,(개진면/ 개진초등학교 고령중학교개진분교),054-954-8594,http://school.gyo6.net/gaejin,남여공학,054-954-8595,  
10431,경상북도교육청,8821033,거여초등학교,초등학교,공립,38875,경상북도 영천시 금호읍 관정1길 31,(금호읍/거여초등학교),054-337-2237,http://school.gyo6.net/gyschool,남여공학,054-338-2237,  
10432,경상북도교육청,8771069,건천초등학교,초등학교,공립,38178,경상북도 경주시 건천읍 내서로 1105,/ 건천초등학교 (건천읍),054-751-6538,http://school.gyo6.net/geoncheon,남여공학,054-751-6289,  
10433,경상북도교육청,8750143,경구고등학교,고등학교,사립,39209,경상북도 구미시 봉곡로9길 25,/ 경구고등학교 (봉곡동),054-442-0300,http://school.gyo6.net/kghs,남,054-442-0303,일반고
10434,경상북도교육청,8801159,경구중학교,중학교,사립,39209,경상북도 구미시 봉곡로9길 25,(봉곡동/경구중학교),054-442-0337,http://school.gyo6.net/kgms,남,054-442-0402,  
10435,경상북도교육청,8791090,경덕중학교,중학교,사립,36667,경상북도 안동시 서악길 47,(태화동/ 경덕중학교),054-852-7832,http://school.gyo6.net/adgd,남,054-852-0149,
10436,경상북도교육청,8750813,경북골프경영고등학교,고등학교,사립,37443,경상북도 청송군 부남면 대전로 66,"(부남면, 경북골프경영고등학교)",054-872-3554,https://school.gyo6.net/kbgolf/,남여공학,054-874-0161,특성화고
10437,경상북도교육청,8750078,경북과학고등학교,고등학교,공립,37666,경상북도 포항시 남구 지곡로 130,"(지곡동, 경북과학고등학교)",054-240-2600,https://school.gyo6.net/kbs,남여공학,054-248-2857,특목고
10438,경상북도교육청,8750627,경북과학기술고등학교,고등학교,공립,39674,경상북도 김천시 아포읍 아포대로 1053,/ 경북과학기술고등학교 (아포읍),054-429-0500,http://school.gyo6.net/gsths/,남여공학,054-431-5002,특성화고
10439,경상북도교육청,8750810,경북관광비즈니스고등학교,고등학교,공립,36366,경상북도 울진군 평해읍 평해7길 61-3,(경북관광비즈니스고등학교),054-787-2007,https://school.gyo6.net/phhs,남여공학,054-787-1397,특성화고
10440,경상북도교육청,8750667,경북기계금속고등학교,고등학교,공립,38549,경상북도 경산시 자인면 일연로 93,(자인면/ 경북기계금속고등학교),053-859-3800, http://school.gyo6.net/gbgigo/,남여공학,053-859-3890,특성화고
10441,경상북도교육청,8750758,경북기계명장고등학교,고등학교,공립,39864,경상북도 칠곡군 지천면 신동로 99,(지천면/ 신동중.경북기계명장고등학교),054-972-2461,http://school.gyo6.net/gbmmhs,남,054-972-8496,특성화고
10442,경상북도교육청,8750731,경북드론고등학교,고등학교,공립,38309,경상북도 청도군 풍각면 헐티로 185,/ 경북드론고등학교 ,054-370-9300,http://school.gyo6.net/cdehs,남여공학,054-371-4529,특성화고
10443,경상북도교육청,8750805,경북바이오마이스터고등학교,고등학교,공립,38804,경상북도 영천시 신녕면 찰방길 8,(신녕면),054-332-0474,http://school.gyo6.net/gbm,남여공학,054-333-5134,특목고
10444,경상북도교육청,8750444,경북생활과학고등학교,고등학교,공립,39154,경상북도 구미시 해평면 강동로 1654,/ 경북생활과학고등학교 (해평면/ 경북생활과학고등학교(해평중학교)),054-474-2593,http://school.gyo6.net/gbds,남여공학,054-474-2594,특성화고
10445,경상북도교육청,8750730,경북세무고등학교,고등학교,공립,37528,경상북도 포항시 북구 기계면 기계로 218,/ 경북세무고등학교 ,054-243-2203,school.gyo6.net/gts,남여공학,054-244-3138,특성화고
10446,경상북도교육청,8750829,경북소프트웨어마이스터고등학교,고등학교,공립,37362,경상북도 의성군 봉양면 봉호로 14,경북소프트웨어마이스터고등학교,054-832-2903,https://school.gyo6.net/gbsw,남여공학,054-833-2877,특성화고
10447,경상북도교육청,8750358,경북영광학교,특수학교,사립,38909,경상북도 영천시 북안면 신평탑골길 4,(북안면/경북영광학교),054-331-6501,http://school.gyo6.net/kbyk,남여공학,054-331-6505,  
10448,경상북도교육청,8750818,경북온라인학교,각종학교(고),공립,38577,경상북도 경산시 남산면 하대2길 32-7,경북온라인학교,053-719-3748,https://school.gyo6.net/gbonline,남여공학,053-719-3758,일반고
10449,경상북도교육청,8750079,경북외국어고등학교,고등학교,공립,39306,경상북도 구미시 금오산로 198-10,/ 경북외국어고등학교 (남통동/경북외국어고등학교),054-458-2013,http://school.gyo6.net/gyeongbuk-fl,남여공학,054-458-2015,특목고
10450,경상북도교육청,8750724,경북일고등학교,고등학교,공립,36849,경상북도 예천군 호명면 행복로 193,(호명면),054-522-8002,http://school.gyo6.net/gyeongbuk,남여공학,054-522-8009,일반고
10451,경상북도교육청,8750770,경북자연과학고등학교,고등학교,사립,37266,경상북도 상주시 공성면 문화마을길 23,"(공성면, 용운중 경북자연과학고등학교)",054-532-3910,https://school.gyo6.net/gbns,남여공학,054-534-2537,특성화고
10452,경상북도교육청,8750726,경북조리과학고등학교,고등학교,공립,36915,경상북도 문경시 문경읍 향교길 20,(문경읍),054-572-0300,http://school.gyo6.net/mgtour,남여공학,054-572-1303,특성화고
10453,경상북도교육청,8871063,경북중부중학교,중학교,공립,37364,경상북도 의성군 비안면 이두2길 5,경북중부중학교,054-862-7784,https://school.gyo6.net/gbjbms,남여공학,054-862-7785,
10454,경상북도교육청,8750080,경북체육고등학교,고등학교,공립,38646,경상북도 경산시 경안로 43,/ 경북체육고등학교 (신교동/ 경북체육중고등학교),053-719-7711,http://school.gyo6.net/gbche,남여공학,053-812-6568,특목고
10455,경상북도교육청,8851087,경북체육중학교,중학교,공립,38646,경상북도 경산시 경안로 43,(신교동/ 경북체육중고등학교),053-719-7711,http://school.gyo6.net/gbche,남여공학,053-812-6568,  
10456,경상북도교육청,8750644,경북하이텍고등학교,고등학교,사립,36643,경상북도 안동시 경동로 404,(태화동),054-842-8300,school.gyo6.net/andong-techs,남여공학,054-842-5402,특성화고
10457,경상북도교육청,8750557,경북항공고등학교,고등학교,사립,36023,경상북도 영주시 풍기읍 금계로 90,/ 경북항공고등학교 (풍기읍),054-636-2701,http://경북항공고.한국,남여공학,054-636-2704,특성화고
10458,경상북도교육청,8750776,경북휴먼테크고등학교,고등학교,사립,38877,경상북도 영천시 금호읍 교대길 8-18,(금호읍/ 금호중경북휴먼테크고등학교),054-333-3611,http://school.gyo6.net/gbhths,남여공학,054-333-6421,특성화고
10459,경상북도교육청,8750081,경산고등학교,고등학교,공립,38616,경상북도 경산시 원효로 89,(계양동/ 경산고등학교),053-819-8900,http://gyeongsanhs.school.gyo6.net,남,053-811-5436,자율고
10460,경상북도교육청,8750555,경산과학고등학교,고등학교,공립,38540,경상북도 경산시 화랑로 66,(갑제동),053-717-7201,http://gss.hs.kr/,남여공학,053-717-7110,특목고
10461,경상북도교육청,8851057,경산동부초등학교,초등학교,공립,38591,경상북도 경산시 원효로28길 60-6,(계양동/경산동부초등학교),053-819-6800,http://school.gyo6.net/ksdongbues,남여공학,053-819-6860,  
10462,경상북도교육청,8851058,경산서부초등학교,초등학교,공립,38675,경상북도 경산시 경산로42길 22-11,(옥산동/ 경산서부초등학교),053-816-5101,http://school.gyo6.net/gssb,남여공학,053-816-5104,  
10463,경상북도교육청,8851129,경산압량초등학교,초등학교,공립,38538,경상북도 경산시 압량읍 압독2로 38,(압량읍/ 경산압량초등학교),053-740-1700,http://school.gyo6.net/ar,남여공학,053-740-1710,  
10464,경상북도교육청,8750144,경산여자고등학교,고등학교,사립,38684,경상북도 경산시 경산로 91,경산여자고등학교,053-811-4066,http://school.gyo6.net/gsgh,여,053-811-4070,일반고
10465,경상북도교육청,8851096,경산여자중학교,중학교,사립,38684,경상북도 경산시 경산로 91,(옥곡동),053-811-4062,http://gsgm.school.gyo6.net,여,053-811-4070,  
10466,경상북도교육청,8750646,경산자인학교,특수학교,공립,38574,경상북도 경산시 자인면 원효로156길 ,83,053-859-5600,https://school.gyo6.net/gsjain,남여공학,053-856-4200,
10467,경상북도교육청,8750771,경산제일고등학교,고등학교,사립,38559,경상북도 경산시 자인면 원효로 851-16, 경산여자상업고등학교 ,053-857-2351,http://school.gyo6.net/gnc,여,053-857-1655,특성화고
10468,경상북도교육청,8851143,경산제일중학교,중학교,사립,38559,경상북도 경산시 자인면 원효로 851-16,/ 경산제일중학교 (자인면),053-857-3199,http://school.gyo6.net/gjm,여,053-857-1655,
10469,경상북도교육청,8851059,경산중앙초등학교,초등학교,공립,38626,경상북도 경산시 중앙초등길 9,(중방동),053-811-3273,http://www.gsja.es.kr,남여공학,053-815-3394,  
10470,경상북도교육청,8851088,경산중학교,중학교,공립,38616,경상북도 경산시 원효로 89,(계양동),053-717-3377,http://school.gyo6.net/gyeongsanms/,남,053-813-7459,  
10471,경상북도교육청,8851060,경산초등학교,초등학교,공립,38645,경상북도 경산시 경안로 84 경산초등학교,(삼남동),053-811-4232,http://school.gyo6.net/gyeongsanes,남여공학,053-815-2392,
10472,경상북도교육청,8750145,경안고등학교,고등학교,사립,36690,경상북도 안동시 제비원로 182,"(금곡동, 경안고등학교)",054-857-4703,https://school.gyo6.net/ka,남,054-841-0871,일반고
10473,경상북도교육청,8750588,경안여자고등학교,고등학교,사립,36623,경상북도 안동시 경동로 205-34,(송현동/경안여자고등학교),054-843-3965,http://school.gyo6.net/gagi,여,054-843-3966,일반고
10474,경상북도교육청,8791091,경안여자중학교,중학교,사립,36689,경상북도 안동시 금곡윗4길 47,경안여자중학교(금곡동),054-853-8911,http://school.gyo6.net/gyeongangm,여,054-857-8705,  
10475,경상북도교육청,8791092,경안중학교,중학교,사립,36623,경상북도 안동시 경동로 205-33,(송현동/경안중학교),054-843-4043,http://school.gyo6.net/gyeongan,남,054-843-4045,  
10476,경상북도교육청,8750146,경일고등학교,고등학교,사립,36687,경상북도 안동시 치이골길 46,(신안동/ 경일고등학교),054-858-3211,http://school.gyo6.net/gyeongilhs,남,054-853-7483,일반고
10477,경상북도교육청,8750147,경주고등학교,고등학교,사립,38151,경상북도 경주시 원효로 231,/ 경주고등학교 (황오동),054-775-9669,http://school.gyo6.net/gyeongjuhs,남,054-775-9677,일반고
10478,경상북도교육청,8750225,경주공업고등학교,고등학교,공립,38168,경상북도 경주시 금성로 209,(사정동/ 경주공업고등학교),054-778-7800,http://school.gyo6.net/kjth,남여공학,054-778-7890,특성화고
10479,경상북도교육청,8750446,경주디자인고등학교,고등학교,공립,38044,경상북도 경주시 현곡면 용담로 694,(현곡면/ 경주디자인고등학교),054-745-3713,http://school.gyo6.net/godesign,남여공학,054-745-3714,특성화고
10480,경상북도교육청,8750082,경주여자고등학교,고등학교,공립,38131,경상북도 경주시 금성로 437,(성건동/경주여자고등학교),054-743-3841,http://school.gyo6.net/gyeongju-gh,여,054-772-7058,일반고
10481,경상북도교육청,8750457,경주여자정보고등학교,고등학교,사립,38200,경상북도 경주시 시동로 90,(시래동/ 경주여자정보고등학교),547460081,http://www.newschool.hs.kr,여,054-746-1303,특성화고
10482,경상북도교육청,8771117,경주여자중학교,중학교,공립,38062,경상북도 경주시 태종로 613-12,(서악동/ 경주여자중학교),054-743-0410,http://school.gyo6.net/gyeongju-g,여,054-771-3885,
10483,경상북도교육청,8750772,경주예일고등학교,고등학교,사립,38018,경상북도 경주시 안강읍 화전길 62-8,(안강읍),070-7113-7331,http://school.gyo6.net/gj-yale,남여공학,054-761-0305,일반고
10484,경상북도교육청,8750433,경주정보고등학교,고등학교,사립,38057,경상북도 경주시 충효7길 19,(충효동/ 경주정보고등학교/월성중학교),054-742-8965,http://www.internet.hs.kr,남,054-771-3888,특성화고
10485,경상북도교육청,8771129,경주중학교,중학교,사립,38151,경상북도 경주시 원효로 231,(황오동/경주중학교),054-777-0302,http://gyeongju.ms.kr,남,054-777-0305,  
10486,경상북도교육청,8771070,경주초등학교,초등학교,공립,38062,경상북도 경주시 충효2길 20,(충효동/경주초등학교),054-772-2456,http://school.gyo6.net/gyeongjues,남여공학,054-773-3999,  
10487,경상북도교육청,8750148,경주화랑고등학교,고등학교,사립,38120,경상북도 경주시 양북면 장항재동길 41,(양북면/경주화랑고등학교),054-771-2355,http://school.gyo6.net/hwarang,남여공학,054-771-2356,특성화고
10488,경상북도교육청,8750356,경희학교,특수학교,공립,38110,경상북도 경주시 초당길15번길 15,/ 경희학교 (동천동),054-749-1542,http://school.gyo6.net/gyeonghui,남여공학,054-749-5036,
10489,경상북도교육청,8851061,계당초등학교,초등학교,공립,38415,경상북도 경산시 와촌면 계당길 27,(와촌면/계당초등학교),053-852-0104,http://school.gyo6.net/kyedang,남여공학,053-851-7011,  
10490,경상북도교육청,8750083,계림고등학교,고등학교,공립,38082,경상북도 경주시 용담로 122,(황성동/ 계림고등학교),054-742-3398,http://school.gyo6.net/gyerim,남,054-743-8650,일반고
10491,경상북도교육청,8771118,계림중학교,중학교,공립,38086,경상북도 경주시 용담로 68,(황성동/ 계림중학교),547429061,http://school.gyo6.net/gyerimms,남여공학,547725020,  
10492,경상북도교육청,8771071,계림초등학교,초등학교,공립,38140,경상북도 경주시 동문로43번길 16,/ 계림초등학교 (북부동/ 계림초등학교),054-745-3013,http://gyerimes.school.gyo6.net/,남여공학,054-741-5345,  
10493,경상북도교육청,8821034,고경초등학교,초등학교,공립,38901,경상북도 영천시 고경면 호국로 1276,(고경면/ 고경초등학교),054-336-3075,http://school.gyo6.net/kogyung,남여공학,054-337-1485,  
10494,경상북도교육청,8921029,고령중학교,중학교,공립,40132,경상북도 고령군 대가야읍 가야금길 20,(대가야읍/ 고령중학교),054-956-5712,www.kojung.ms.kr,남여공학,054-956-5717,  
10495,경상북도교육청,8921034,고령중학교개진분교장,중학교,공립,40148,경상북도 고령군 개진면 오사길 83,/ 고령중학교 개진분교장 (개진면),054-954-8283,http://school.gyo6.net/gaejinms,남여공학,054-954-8595,
10496,경상북도교육청,8921018,고령초등학교,초등학교,공립,40136,경상북도 고령군 왕정길 10 ,/ 고령초등학교 (대가야읍),054-955-2460,http://school.gyo6.net/goryonges,남여공학,054-954-1931,  
10497,경상북도교육청,8801086,고아초등학교,초등학교,공립,39142,경상북도 구미시 고아읍 관심1길 46,(고아읍/고아초등학교),054-481-3005,http://school.gyo6.net/goa,남여공학,054-481-4510,  
10498,경상북도교육청,8761111,곡강초등학교,초등학교,공립,37531,경상북도 포항시 북구 흥해읍 칠포로 7,(흥해읍/곡강초등학교),054-261-0121,http://school.gyo6.net/gokgang,남여공학,054-261-6860,
10499,경상북도교육청,8831044,공검초등학교,초등학교,공립,37131,경상북도 상주시 공검면 공검이안길 27,/ 공검초등학교 (공검면),054-541-1710,http://gonggeom.school.gyo6.net,남여공학,054-541-8835,  
10500,경상북도교육청,8941040,관호초등학교,초등학교,공립,39828,경상북도 칠곡군 약목면 무림3길 16-59,(약목면/ 관호초등학교),054-974-7340,http://school.gyo6.net/gwanhoes,남여공학,054-975-0727,  
10501,경상북도교육청,8801136,광평중학교,중학교,공립,39272,경상북도 구미시 화신로10길 11-12,(광평동),054-444-4510,http://school.gyo6.net/gp,남여공학,054-444-4513,
10502,경상북도교육청,8801087,광평초등학교,초등학교,공립,39272,경상북도 구미시 구미대로 285,(광평동/ 광평초등학교),054-463-2024,http://school.gyo6.net/kwangpyunges,남여공학,054-461-9957,
10503,경상북도교육청,8771072,괘릉초등학교,초등학교,공립,38210,경상북도 경주시 외동읍 신계입실길 139-5,(외동읍/ 괘릉초등학교),054-746-6150,http://school.gyo6.net/greung,남여공학,054-745-0630,  
10504,경상북도교육청,8761182,구룡포중학교,중학교,공립,37931,경상북도 포항시 남구 구룡포읍 호미로 341,/ (구룡포읍/ 구룡포중학교) ,054-276-3991,http://school.gyo6.net/guryongpo,남여공학,054-276-3642,
10505,경상북도교육청,8761112,구룡포초등학교,초등학교,공립,37932,경상북도 포항시 남구 구룡포읍 구룡포길 61,(구룡포읍/ 구룡포초등학교),054-276-2531,school.gyo6.net/grp,남여공학,054-284-1150,  
10506,경상북도교육청,8750084,구미고등학교,고등학교,공립,39198,경상북도 구미시 문장로 42,(도량동/ 구미고등학교),054-452-9115,http://school.gyo6.net/gumigo,남,054-604-2111,일반고
10507,경상북도교육청,8750613,구미고등학교부설방송통신고등학교,방송통신고등학교,공립,39198,경상북도 구미시 문장로 42,(도량동/구미고등학교),054-452-9117,,남여공학,054-453-8673,일반고
10508,경상북도교육청,8801217,구미문성중학교,중학교,공립,39147,경상북도 구미시 고아읍 문성로1길 9,구미문성중학교,054-452-2527,http://,남여공학,,
10509,경상북도교육청,8801201,구미문성초등학교,초등학교,공립,39146,경상북도 구미시 고아읍 들성로9길 13,(고아읍),054-514-7773,http://school.gyo6.net/gmsung,남여공학,054-514-7774,
10510,경상북도교육청,8801088,구미봉곡초등학교,초등학교,공립,39204,경상북도 구미시 봉곡남로1길 23,/ 구미봉곡초등학교 (봉곡동/봉곡초등학교),054-454-7026,http://school.gyo6.net/bonggokes,남여공학,054-454-7028,  
10511,경상북도교육청,8801089,구미사곡초등학교,초등학교,공립,39328,경상북도 구미시 상사동로24길 9,(사곡동/ 구미사곡초등학교),054-463-2162,http://gumisagok.school.gyo6.net,남여공학,054-463-2163,  
10512,경상북도교육청,8750754,구미산동고등학교,고등학교,공립,39462,경상북도 구미시 산동읍 신당인덕2로 11,구미산동고등학교,054-715-7900,http://school.gyo6.net/gumisandonghs,남여공학,054-715-7905,일반고
10513,경상북도교육청,8801208,구미신당초등학교,초등학교,공립,39463,경상북도 구미시 산동읍 신당4로 29,(구미신당초등학교),054-715-7511,http://school.gyo6.net/gmsdes,남여공학,054-715-7516,
10514,경상북도교육청,8801137,구미신평중학교,중학교,공립,39240,경상북도 구미시 신비로3길 37-14,/ 구미신평중학교 (신평동),054-461-5307,http://school.gyo6.net/gmspms,남여공학,054-463-8008,  
10515,경상북도교육청,8801090,구미신평초등학교,초등학교,공립,39252,경상북도 구미시 신비로4길 15,(신평동/신평초등학교),054-464-5472,http://gmspes.school.gyo6.net,남여공학,054-461-0416,  
10516,경상북도교육청,8750085,구미여자고등학교,고등학교,공립,39198,경상북도 구미시 문장로 114,(도량동),054-452-0052,http://school.gyo6.net/gumigirlhs,여,054-452-8340,일반고
10517,경상북도교육청,8750611,구미여자상업고등학교,고등학교,공립,39316,경상북도 구미시 형곡로38길 9-14,(형곡동/ 구미여자상업고등학교),054-452-2757,http://school.gyo6.net/gys,여,054-451-3216,특성화고
10518,경상북도교육청,8801138,구미여자중학교,중학교,공립,39306,경상북도 구미시 금오산로 162,/ (원평동 404) (원평동/ 구미여자중학교),054-455-8958,http://school.gyo6.net/gumigirls,여,054-456-4809,  
10519,경상북도교육청,8801091,구미오산초등학교,초등학교,공립,39361,경상북도 구미시 금오대로24길 15,(오태동/ 구미오산초등학교),054-465-7612,http://school.gyo6.net/gumiosanes/,남여공학,054-465-7618,  
10520,경상북도교육청,8801092,구미왕산초등학교,초등학교,공립,39353,경상북도 구미시 왕산로 32,(임은동),054-461-5635,http://school.gyo6.net/gmws,남여공학,054-461-5638,  
10521,경상북도교육청,8801216,구미원당중학교,중학교,공립,39466,경상북도 구미시 산동읍 옥계신당로9길 9,구미원당중학교,054-715-7823,http://,남여공학,,
10522,경상북도교육청,8801207,구미원당초등학교,초등학교,공립,39466,경상북도 구미시 산동읍 옥계신당로9길 21,"(산동읍, 구미원당초등학교)",054-715-5334,https://school.gyo6.net/gumiwondang,남여공학,054-715-5338,
10523,경상북도교육청,8801205,구미인덕중학교,중학교,공립,39164,경상북도 구미시 산동면 신당인덕3로 33,"(산동면, 구미인덕중학교)",054-715-7823,https://school.gyo6.net/Indeok,남여공학,054-715-7826,
10524,경상북도교육청,8801203,구미인덕초등학교,초등학교,공립,39461,경상북도 구미시 산동읍 신당인덕3로 25,", 구미인덕초등학교 (산동읍, 구미인덕초등학교)",054-714-3280,https://school.gyo6.net/gmindeokes,남여공학,054-714-3286,
10525,경상북도교육청,1421116,구미전자공업고등학교,고등학교,국립,39387,경상북도 구미시 임수로 48,(임수동),054-470-3810,http://school.gyo6.net/gnet,남여공학,054-473-3261,특목고
10526,경상북도교육청,8750234,구미정보고등학교,고등학교,공립,39427,경상북도 구미시 검성로 143,(황상동/ 구미정보고등학교),054-475-3600,http://school.gyo6.net/gumi-infohs,남여공학,054-475-3614,특성화고
10527,경상북도교육청,8750811,구미제일고등학교,고등학교,사립,39129,경상북도 구미시 선산대로 129,"(지산동, 구미제일고)",054-452-8424,https://school.gyo6.net/gmjeil,여,054-452-8423,일반고
10528,경상북도교육청,8801139,구미중학교,중학교,공립,39197,경상북도 구미시 문장로 159,(도량동),054-452-2527,http://school.gyo6.net/gumi,남,054-457-4524,  
10529,경상북도교육청,8801093,구미초등학교,초등학교,공립,39219,경상북도 구미시 역전로2길 23,/ 구미초등학교 (원평동),054-452-2015,http://gumies.school.gyo6.net,남여공학,054-456-0240,  
10530,경상북도교육청,8750362,구미혜당학교,특수학교,사립,39192,경상북도 구미시 선산대로 129-1,(지산동/ 구미혜당학교),054-455-1728,http://www.hyedang.sc.kr,남여공학,054-452-3114,  
10531,경상북도교육청,8781048,구성초등학교,초등학교,공립,39685,경상북도 김천시 구성면 상원길 46,(구성면/ 구성초등학교),054-435-1737,school.gyo6.net/gusunges,남여공학,054-434-3290,  
10532,경상북도교육청,8801094,구운초등학교,초등학교,공립,39152,경상북도 구미시 고아읍 송평구길 79,(고아읍/ 구운초등학교),054-454-8804,http://school.gyo6.net/9un,남여공학,054-453-8805,  
10533,경상북도교육청,8761113,구정초등학교,초등학교,공립,37902,경상북도 포항시 남구 오천읍 구정길 11,/ 구정초등학교 (오천읍),054-291-0791,http://school.gyo6.net/gujunges,남여공학,054-292-7168,  
10534,경상북도교육청,8881023,구천중학교,중학교,공립,37444,경상북도 청송군 부남면 부남로 523,(부남면/구천중학교),054-874-4170,http://school.gyo6.net/gucheon,남여공학,054-874-4173,
10535,경상북도교육청,8871027,구천초등학교,초등학교,공립,37367,경상북도 의성군 구천면 소보안계로 1616,(구천면),054-861-2227, http://school.gyo6.net/guchunes ,남여공학,054-861-2226,  
10536,경상북도교육청,8801095,구평남부초등학교,초등학교,공립,39447,경상북도 구미시 인동가산로 250-25,/ 구평남부초등학교 (구평동),054-475-2552,http://school.gyo6.net/gpnbes,남여공학,054-475-2574,  
10537,경상북도교육청,8801096,구평초등학교,초등학교,공립,39444,경상북도 구미시 인동가산로 382-14,(구평동/ 구평초등학교),054-472-7230,http://gpe.school.gyo6.net,남여공학,054-472-4024,  
10538,경상북도교육청,8750151,근화여자고등학교,고등학교,사립,38093,경상북도 경주시 승삼2길 55,(용강동/ 근화여자고등학교/근화여자중학교),070-4708-0100,http://school.gyo6.net/geunhwahs,여,054-741-1369,일반고
10539,경상북도교육청,8771130,근화여자중학교,중학교,사립,38093,경상북도 경주시 승삼2길 55,(용강동/근화여자중학교),070-7113-7401,http://school.gyo6.net/geunhwams,여,054-742-2331,  
10540,경상북도교육청,8750642,글로벌선진학교문경캠퍼스,각종학교(고),사립,36941,경상북도 문경시 영순면 영순로 366,"(영순면, 글로벌선진학교)",054-559-7000,www.gvcs-mg.org,남여공학,054-559-7129,일반고
10541,경상북도교육청,8750643,글로벌선진학교문경캠퍼스(중),각종학교(중),사립,36941,경상북도 문경시 영순면 영순로 366,(영순면/ 글로벌선진학교),054-559-7000,www.gvcs-mg.org,남여공학,054-559-7129,
10542,경상북도교육청,8811060,금계중학교,중학교,사립,36019,경상북도 영주시 풍기읍 금계로 147,(풍기읍),054-636-8501,http://www.keumgye.ms.kr,남여공학,054-636-9501,
10543,경상북도교육청,8851062,금락초등학교,초등학교,공립,38438,경상북도 경산시 하양읍 대학로296길 9-5,/ 금락초등학교 (하양읍),053-854-8214,http://school.gyo6.net/gumrak,남여공학,053-851-9319,  
10544,경상북도교육청,8781049,금릉초등학교,초등학교,공립,39523,경상북도 김천시 구읍길 57,(삼락동/ 금릉초등학교),054-432-6659,http://school.gyo6.net/gumrung,남여공학,054-433-5362,
10545,경상북도교육청,8750088,금성고등학교,고등학교,공립,37353,경상북도 의성군 금성면 금성현서로 41-66,(금성면/금성중고등학교),054-834-0183,http://school.gyo6.net/kbgsms,남여공학,054-834-0320,일반고
10546,경상북도교육청,8871048,금성중학교,중학교,공립,37353,경상북도 의성군 금성면 금성현서로 41-66,(금성면/금성중고등학교),054-834-0183,http://school.gyo6.net/kbgsms,남,054-834-0320,  
10547,경상북도교육청,8871028,금성초등학교,초등학교,공립,37354,경상북도 의성군 금성면 탑리길 131,(금성면/ 금성초등학교),054-832-5800,http://school.gyo6.net/igeumsung,남여공학,054-833-9388,  
10548,경상북도교육청,8750447,금오고등학교,고등학교,공립,39323,경상북도 구미시 박정희로25길 15,/ (금오고등학교) (광평동),054-456-4365,http://school.gyo6.net/geumohs,남여공학,054-457-6596,일반고
